Id,Tweet,Hate,Fake
7085,WE NEED STRONG ACTIONS AGAINST quotquotquotquot LOVE JIHAD JIHADIST TERRORIST quotquotquotquot,1,0
6914,beshaksahibath,0,1
7493,Fake haiRCB fan nahinhoga ye MI KA KOI BAKCHOD HOGA,1,0
6411,Ye ulta card kab se start kar diye victim card chhod ke ab ulta card are wa re,0,0
1749,SaadZafarulParKiskaHath CONGRESS TABLIGHI JAMAT ABDUL RAZAQ JAISE CHAND LOG POORI MUSLIM JAAT NAHIN HEI AUR JO CORONA KAAL MEIN GALAT KAREGA THOOKEGA USSE SAZAA KE LIYE TAIYAR RAHNA CHAHIYE,1,1
7215,Om Shanti,0,0
6124,Bhag lawdi,1,0
4167,Aur jinhone delhi main sarkari ke sath sath ghar logo aur maa betiyo ki izzat loti una kya aaj ek prolice ki jeep pe itna hungama Shame on you people HindusUnderAttack HindusUnderAttackInIndia,1,0
7922,Ye manish jii hohi nhi sakte hai kada bhi nhi fake video hai tejasvee yaadav 9bi fail,0,0
5000,Pathaan Tho Blockbuster Hogaya Boycott gang Ke liye 2 sabd Hojaye AskSRK,0,0
3143,To tumhare tabliki jamaat k log jo rahul ki gaand me ghuse hue h Unki badolt log bhukhe mr rahe h qki agar wo delhi me aur pure desh me corona na falaate to aaj lockdown khul gaya hota Aur wo konse log h jo bhuke mr rahe h,1,1
3616,Abe yaar chahe koi Khalistan samarthak ho ya na ho jab tak vo Indian citizen hai uske paas protest karne ka right hai A person can have Khalistan ideology and be a farmer at same time Leki,0,0
2155,Tabhkigi ne plazam diya to fool,1,0
1345,Tablighi wale corona se mar rahe hai Rss wale dhango se Dono ko band karvado desh mein shaanti aajaye,1,1
7730,Acha b hai or bura bhi Actually bihar state me rozgar jo badhawa dena chahiyr taki biharis banglore delhi mumbai na jae qki biharis ki vjh se baki delhi mumbai banglore walo ko prbs hoti hai,0,1
6187,I m a Muslim reverti m proud to be a Muslim,0,0
2689,Desh mein Corona Virus tezi phail raha haiHamare Mazdur bhai bhuke pyase ghar jane ke jaldi mein accident ka shikar ho rahe hein Desh ka Media abhi bhi Hindu Muslim debates Tablighi jamaat tak hi khabbar chala raha hai Koi plan nahin hai kaese croron logon ke naukri wapas ho,0,0
953,Isi waqt aaj tak ka corona jihad urf tablighi jamat urf musalmano ko doshibtahrane ka programme shuru hai 730,1,1
6675,Yeh jo log bhi bol Raha haiina iska sath debate kro uska sath kro tum sab ka Abba Dr Zakir Naik sahab hai unhuu na bohut pehlaa hee pel ka chod Diya sabko tum kal ka aaya huwa tumhari aukaat hee nhi kuch modi ki phatiii thi usaa puriii bjp RSS ki pant giliii hoti thi isliya uspa fake cases banayaa wah rah secularism tab kaha tha tumhara yeh tatuu woh toh open challenge krta tha acha tab paida nhi huwa tha tum sab ki budhi brast hogayii hai penis vegina ki Pooja karna walaa brahmaaa jisna apni betii ko nhi chodaa 100saal tak yeh shiv jo mohini ka peecha pagal hogaya baad Mai woh Krishna nikla vhu laga Gaya ram jo tumhara hisaab sa powerful tha Suraj ko uda sakta dharti hilasakta uski biwi ko utha kr legaya kuch na krpaya waisa christian ka yasuu bhi peecha nhi usna bhi apni bahuu ko peela Mera yasuu yasuuu unholy,1,0
1505,He Bhakt ne nahi Jamaat ne kaha tha ki 5 time Namaz se Corona nahi hoga lovede kuch bhi mat faila Aur ha Kamsekam hum Bhakt hai Terrorist nahi,1,1
3304,Kisi ne kb kaha ki musalman ne corona failaya Sbne bola ki tablighi jamat ne failaya ab tm usko apne dhrm ka tthekedar mankr jalte ho to jalte rho We dont care Uske ba,0,1
7949,ti kya us par police ne action kyu nahi liya sab sarkar ki sajish hai,0,0
3071,Kya C anchor mil gaya hamara India ko log Job se mare hai log Corona se mare hai khali Kangana salman Drungs tabliki jamaat ye ch bolra sala CH yaa Allah is insan ko aisi saja de joo har baat par jhoot bolta haikonsa masal kit,1,0
1122,When someone says waha par Corona ka ek bhi case nahi hai abhi tak Tablighi Jamaati,0,0
4524,Ishliye tto super spreader ban ke fake farmer protest ko badhaba de rahi ho,1,1
4818,Isiliye ye pathaan ko boycott krne chala tha ye to shuru se hi muslim virodhi hai,1,0
3818,Upar se protest ko bol nahi rahe ho ki ye politically motivated hai Khalistan ka propaganda chalaya waha k farmers condemn nahi kiye Siddhu ko chutiya tum bol rahe ho waha jo border band kiye hai wo ku nahi bol rahe ab unko b,0,0
3108,Rok to nahi sakte Lekin haan agar logo ko bolaa jaata hai ki lockdown hai aur pure desh me itna dhindhora pita jaa raha hai social distancing me raho to isse 1 aasha thii jamaat se pehle kii shayad wo chain tod paate Lek,0,0
5844,wo 2000 rupye ka note leke bethe he jisme NANO GPS CHIP laga hua he kahi track ho gaya jahaj to udne ke pehle hi airstrike bandi ho jae inki,0,1
3048,Pahle galti Our PM modi g ki hai Kyun ke unko pahle hi videsh se aane wale logon ku quarantine mein rakhna chahiye Sirf jamaat nahi yogi ki ayudha pooja in UP aur welcome trump in Gujarat yaha se bhi spread hua corona Yeh s,0,0
417,Corona virus ek prakritik aapda hai sabhi mulko se mera anurodh hai china per ilzaam lagana band Karen corona virus ki ladai mein sab mulk ek dusre ka sath de garibo ki jayada se jayada sahayta kare kisi bhi dharm jati par iska ilzaam na lagaye ghar parrahe surakshit rahe india,0,1
4740,Bhai Aap Ki Ye Farmer protest OR Kangana and Amit Malpiya Ke Fake Post Jo Spread Kar rahe hao Unke liye Koyi Video nhi aayi Aap Ki Are You Fine It Sell Ke Chamche Ko Uski Gutter wali Okt Bhi tk batani hai,1,0
2432,sir corona virus se hum jeet chuke hote agar ye virus Tablighi jamaat se na faila hota Ab iski vajah se desh me kafi gambhir situation hai Ek desh ka aam nagrik hone ke nate mai chahta hu ki tabhlighi jamaat ko puri tarah se ban kiya jana,1,1
2898,Puri duniya mein corona faila hai kya sab jamaatiyo ki wajahse faila haiTadipar kounsi jamaat mein gaya tha aur by the way unhi jamatiyone plasma daan kiya tha isliye lakho logoki jaan bachi hai delhi mein,1,1
565,Aman sir ine jahil gawar se aap kyon debate karvate Ho yah log Jihad ke liye nikale hue hain ya nahin manne wale aur ek baat tik tok China ka corona virus China ka Muslim China ke Desh hamara ya Musalman jahil nahin manne wale,1,1
2527,Insaan kaa matlab desh ke tukadey tukde ki maang hotaa hai hum bhool gaye they Patthar iton ke maar khaa kar bhi chup rahnaa nafarat hai kyaa Tablighi ke chhupey corona sankramit logon ke prati nafarat karnaa hi hogi yehi,1,1
1225,Jamaat ne nhi tum jese desh ki gaddar midia ne corona felaya hai,1,1
143,Unki himmat bhadegi ye michmichi si aankh wale fir ghus aayenge sale corona virus inki hi den h sab janvaro ko kha gye harami 150 tarike ke jaanvar khate h ye Corona ka ilaz ke paise sarkar de aur fir china se vasool,0,1
1491,Hame to lag raha haitablighi jamat ke log jo dil me aaye kar rahe hai aur hum bewkuf bane gharo me baithe hai Ki Corona se hum jitenge,1,1
3361,Kuchh to sharm kar chatu Shaheen Bagh Dilli dange Singhu Red Fort Bengal Kashmir ki jalalat ke baad bhi chaatna band nahi kiya,1,0
4985,Isme Mein se Kuch Paise Boycott Gang ko diya jayega Burnol ke liye Pathaan Pathaan1000crWorldWide,1,0
2005,Chacha say gadi nahi chal rahi toh BampD bhatija Pakistan Pakistan ker raha hai Sharab ki dukano say corona nahi phayel raha kya Abhi chatti pitna band Tablighi markaz virus,0,1
1195,Surat mein aur shaadi mein demand supply dikhti hain aur Tableegh jamaat mein Corona Jihad Itna doglapan kahan se laate ho,1,1
2865,Jab Tablighi jamaat walo ne bhar bhar k corona failaya tha tab hi pata chal gaya tha ki aane wale samay me numbers kaha pahuch jayengeaaj ki figures dekhne k baad mujhe to bilkul bhi hairat nahi ho rahaijis tarah samajhne ki zarurat,1,1
5211,Ab poori India ko boycott karoge kya Kyunki pathaan ko toh poori India support kr rhi hai,1,0
1757,Chalo Indian Media walo aaj humare desh mei kareeb 46000 plus corona mareez hain jinme kuch tablighi jamaat ke aur ab kuch sikh shradhalu ke kahe jaane lage par baaki ke kis jamaat ke hain,1,1
498,Aaj kal ke jis jis state me jitne corona virus ke cases aa rhe he usse pata chalta he kitne log china se talukaat rakhte sabse jyada log Mumbai ke paye gye he,0,1
7652,Bihari ko jaha mala gand fod do,1,1
7815,Bihar jindabaad,0,0
913,Sir jamaat Ka naam badal ke CORONA Kar dena Chahiye Yeh to Corona se zyada khatarnaak hai,1,1
722,In ko tablighi jamat main bhej do namaz kar ke corona theek ho jayega,1,1
5826,Birthday cake voh 2000 ke note se lena jisme nano GPS chip laga hua hai aur Kathua me bechare naadan rapts ko bhi bulana party meinHBD,1,0
4340,Delhi ki fake pictures a hot spread kar li Gujarat ke log jante hai wo sari fake pic hai Paapiyo ke chahiye Delhi me focus kare udhar shahin bag aur farmers protest jaise propaganda chalenge Guja,1,0
1497,Isme bhi jhooth bahut bade waale jhoothe ho badruddin shaikh saab ko corona ghar ki baai se laga tha naa ki jamaat se baaki aap jhooth phaila te raho,1,1
3019,Sir jamaat walo ko goli maar do inlogo ka makshad ek he hai hindustan ka khayenge or gaana pakistan ka gaayenge aaj ye jamaat walo ne jaan bujhkar corona ko badhaya hai or feer doctors or police walo ko patthar maar rahe hai ab y,1,1
1521,CORONA Suvvaron se phaila aise vichar the kuchh din pehle Ap ke ab Apke hi Party waalon ko ho raha hai CORONA wo kaunsi Jamaat mein ja rahe the,1,1
5113,Sir Pathaan se bhi bade level pr boycott karo isko Protest bhi karna sadako pr,1,0
4334,Kis duniya me rahte ho yar tum log Ajay ke hindi wale tweet se itna jada South ke log Ajay ki trolling kiya har jagah pura fail gaya tha Or farmer protest wala tweet par to sabse jada Ajay ka hi baijti hua P,1,0
6818,muslman khud saitan ka aulad hai jis dhrm ka utpati ek pisach ne kiya tha jiska nam Muhammad tha,1,0
3379,Tabhi Khalistani Punjab me aur dangai Delhi me badh Gaye hai aur galti se Shaheenbagh se nikal jao to Bihar ka look milega Notraffi rulewrong side drivingtripple ride without halmets,0,0
6447,Aise hijaab me koi bhi bolega ki bhagwa love trap jo ki jhut hai hum nahi manenge kyu ki burkha ke piche aadmi ha ya aurat ye kisko pata chehra nahi dikh raha hai napata hi nahi chal raha hai ki koun hai,1,0
109,Jab sab corona virus ki vajas se sab ghar par baithe he China pareshan kar Raha he tum jaisa libradus ghar par baithe ke Twitt kar rahe he to GDP viksit kese hogi,0,1
1755,Chamcho Tablighi Jamatiyo ke wajah se to Jyada Corona fela h Unka Case uthakar dekh lo Aankhe khul jayegi Chamchagiri utna hi Karo jitna Chal sake CoronaUpdatesInIndia,1,1
5615,Ye vo bolra hai jo 2000 ke note mai nano chip aur gps dhund raha tha wah,0,0
1352,Tablighi jmaat ki bhi jhalak dikha do 30 hissa h unka corona ke liye Is achievement ke liye we are thankful for him,1,1
4523,Fake farmer protest site pe gira do bhagwan thodi baris Or Tikat usme behke nikal le kahi or,1,1
4439,Inko Pata hai ki China ka khatra bana hua hai lekin ye gaddar apni munafa khori ke liye janta ko gumraah kar rahe hain BOYCOTT FAKE FARMERS PROTEST BOYCOTT MSP MSP KHA,1,1
3961,Taliban ke fans hai HindusUnderAttack BharatJodaYatra,1,0
1974,Pehle Kanika Kapoor fr Tabligi jamaat ko kasoorvaar bolne valo abb yeh sharbiyio ki sab se ghtyiaa jamaat ko kya bologe Inka koi hakk ni bnta ki Govrnmnt inka corona se illaaj kre Lahhnaat ha en pr,1,1
337,Abe chomu puri duniya se log corona virus ke karan lout rahe the china se bhi logo ko lockdown ke bahut din pahle nikal liya tha Ab jake kuchh dhang ka kaam dhund naam mat duba congress ka,0,1
6750,shupranlakha,0,0
5636,Joker nano GPS chip 2000 DNA,0,1
5185,Hit hui pathaan Bandh kro boycott ki dukaan,1,0
3012,Bura Na Maane to Desh Ka Naagrik hone k naate poochna Chahta Hoon Corona ki jamaat thi to Ab Kya kahenge Sahaab or jeehaad kaha ja raha tha Ab zeehaad kahenge kya Nafrate nhi felate to aisa nhi Hota Dua karta hu sab jldi theek ho dilon k zehe,0,0
6383,Pislam jahil kaum hai sirf jahil paida karta hai Terrorist,1,0
3310,Are gobaro kabtak har baat pe muslim ko koste rahoge kabi to andhbhakti se nikalkar socho duniya mahamari se lad rahi he par tumlog abi b dawayi ki jagah corona ka dharam d,1,1
725,Ab to corona chla hi gya hoga Chitra ji Ye kaun si jamaat hai waise,1,1
766,Bhia kiran ko darr nahi lag rata tablighi jammat wale itta corona faila rahe,1,1
4339,Saale padhna tujhe nahi aata isiliye isme tujhe khalistani dikh rahe hain khud bol raha hai isme fake farmers bi mile hue the aur khud pure ke pure protest ko khalistani bol raha hai saala dogalepan ki bi had hoti hai ht,1,0
4142,bjp aur congress kaa iLuiLu dono ko desh se hi baahar karnaa chaahiye governor punjab HateSpeech BanPFI GauriKhan EknathShinde HumaQureshi UddhavThackeray swaraBhaskar hindusunderattack,1,0
7236,Ye bhencho sudhar nahi sakte,1,1
308,Kaash Novel Corona virus China ke product ki tarha hota tho kab ka khatam ho gaya hota CoronaUpdatesInIndia COVID 19 coronavirus,0,1
1279,Bhosdike Pehle tu kagaaz dhundna shuru kar Corona ko niptane ke baad tum Suvaro ki jamaat walo ka number hi hai,1,1
3928,Hinduo ke side se ladne koi Musalman nahi ayega HinduHatred HindusUnderAttack Hindus Hindutva Ramcharitmanas,1,1
4882,Bas music hi daalo din bharPathaan ne toh tumhare business pe dent maar diyawaise hi tumhaara boycott 2 kaudi ki aukaat nahi rakhtayeh faaltu cheeze daalne se aur farak nahi padhega,0,0
7982,RAGHU KA MATLAB RAM NAAM RAM KA KAAM,0,1
4554,Saale kamineTum logo ke zyada hi pankh nikal aaye haijoote khone ke layak ho tum logFakeFarmersProtest,1,1
7252,ye apne desh ki ye halat karne pr tule hai phir dusre countries se compare karte hai,1,1
1792,Jo jamaati corona ko failake pure bharat ko barbaad kar rahe h wo kaun h bhai wo kya jamaat ke nhi h aur jamaati kehne pe etna gussa kyo,1,1
4161,Sad ek aisa mahaul bana hua hai roj koi na koi nai ghatna ho rahi hai kya ho raha hai HindusUnderAttack HinduLivesMatters Secularism bhaichara hangrapist,0,1
4788,Jis Boycott gang ko PATHAAN chalne bhi nhi deni thi aaj usi boycott gang ko PATHAAN se Oscar bhi chahiye,0,0
5639,Ye idea purana hai kuch aur kro Tihari like 2000 k note mai Nano Chip aur GPS jaisa,1,0
2054,Tumlog jis Tabligi jamaat ko Corona jihad bataye the aaj wahi log hero ban ke corona ve walo ki madad ke liye aage aa rahe hai Jehar bun ke tum apni naukri bacha sakte ho lekin sukun ki neend kho doge,1,1
3129,Kya Kal Pataakhe ki awaaz sunke puri JamaatELibrandu ne SICKULARISM ko G mein daal diya tha LibtardMafia bhi to nahi chhodta HINDUO ko,1,1
3079,inn jamatiyo ko corona hua kiyonjimmedar koun hai sawaal ye hai jamaat ka already system hai desho mein ghoomnaiss par pehle se sangiyan lekar january mein hi lockdown kiyon nahi huasabse bada sawaal,0,0
72,China papuuu gaddhay ka chachaahai es liye usay pataa thaa kee uskay aunkle nay Corona virus ka nirmaan kiya hai wahi tohffa woh bharat koh bhee dae nay jaa raha hai toh papuuu koh pataa hee hoga,1,1
3222,To fir desh k 30 cases kyu hai TablighiJamaat k or bahot saare states me 6070 se bhi upr haiTamilnadu me 90 se upr tablighi jamaat k hai,0,1
6353,Urat aap ki kheti he in kuran,0,0
4106,ep tune ab tak HindusUnderAttack ke bareme baat tak nahi kiya and bada aaya film rokne aur tere se kya hi umeed kare jo tu kudh ek Anti Hindu hai BKL,1,0
2883,Ab andhi media andh bhakt or kejriwal bhi kaha gye saare ke saare ye bewde kon he sbko pta h ye bewde corona failane me lge hue he ab kisi ko dikhai nhi de rha tabligi jamaat ke liye bht bola ab bolo murkho inke liye or ye bhi wahi jaahil,1,1
4128,Mera wala aisa nahi hai HindusUnderAttack lovejihaad,0,0
1261,Arre miyan mitho gujarat main to trump ney phailaya Aur suno chacha Corona ko plasms dene wale Tablighi hai Islamophobic,1,1
1667,Ungha ammalukku Corona positivevaame Tablighi Jamaat ku potittu vandha yellaam puuluvetti thulukkans puulugalai vumbbiyadhaal thottru vanddhaame,1,1
5436,Jitani ki Adani ki Atma Hindenburg k report se hui hogi,1,1
4032,Mullo se koi bhi rista na rakho Ye to apne sage baap ke nahi hote Aur to aur apni behan betiyo tak ko bhi nahi chhodate Aware your children Alarming situation lovejihaad HindusUnderAttack,1,1
4251,Ab ghar saaf karne ka samay aa gaya hain Saare harami keedon ko bahar nikal phenko,1,1
6645,Ye hawas wala majhab nhi chahiye re jisme 80 sambhog ke hi bare me baat lri gai ho,1,0
2168,Compounder apne purane tweet check kar jo zeher tuney tableekhi jamaat aur corona ke baare main likhe the high court ne aisi li hai ki chutiye aur propaganda masters munh chhupaye ghoom rahe hain,1,1
7613,Lol,0,0
2534,Tableeghi Jamaat walo ko corona kisne phailaya Jab wo Bharat aaye to airport par screening kar ke unhe quarantine kyun nahi kiya gaya Kushti ke sathsath kuchh padhailikhai bhi kar lena tha Sochne samajhne ki shakti badh jati hai Failure of Government TJ is guilty,1,1
1696,Isse ye puchiye ki tablighi wale pure desh me ghume train se gye to kitno ko Corona banta hoga iska detail dega ye ki kis kisko banta gya,1,1
1096,Diwali ke kaaran badhte hue corona cases ka aap andh bhakt kya jawab denge Ab bhi Tablighi Jamaat ke naam bill fadege,1,1
6024,Tent se toh bahar aao pehle Atankwadio k majhab hai tera,1,0
5859,Yeh sab 2022 tak hoga filhaal 2000 Rs ke not me se Nano GPS Chip nikal kar bech sakte hain,0,1
7318,Bhaisaab ladies police bhi nhi he unka to touch karne ka bhi hak nhi he lekin ye to bahut galat ho raha he,0,1
1631,Abe Jihadi Tablighi Jamatiyo online Thookne se tumhare dushman Sudhir Chaudhary ko Corona nahi hoga apne jahil saathiyon ki tarah asli me Thookne padega ThooSudhirChaudharyThoo,1,1
5793,GPS Nano Chip DNA TV DeMonetisationDisaster GodiMediainComa,0,0
1882,in jaise ka diyo ko laat maar kar bhagana Corona time me to bhut tablighi ke naam pr garv kar rahe the yahi police wale the Garv hi mumbai city par,1,1
4304,No proof given by puncture wala,1,1
5368,Hindenburg ko patta hi nahi chala ki silicon valley bank bankrupt ho gaya per adani le bare me sab pata hai Kitna paisa Diya tha gaddar congress ne,1,0
1613,Kuch or news hai aap k paas tabligh jamaat nizamuddin us k alawa Kuch or ho to plz batado Nahi to Corona se phele Aap k news maar daalenge,1,0
979,Jaha jahil Tablighi jamatiyo ki kaayde se dhulai hoti hai waha Corona nhi hota Ek worldwide Research Suryey,1,1
4936,Isse zyada to mere samne boycott karne aaye the Pathaan ko,1,0
7441,Kuto achhe se kuto,1,0
3919,Cultural Indian thinks amrit garden is too sanskritized Wah chutiye HindusUnderAttack IndianArmy Hindutva,1,1
849,Tablighi jamaat ne hi corona failaya hai yeh wo desh k gadaar hai ur th tu jihadi bhi,1,1
3766,Kuch 34 logg canada mei bethkar khalistan khalistan kar rahein hain naa toh sabkoh generalize kar rahein hain modi bhakts ab tih haryana rajasthan kei bhi farmers protest kar rahein firr bhi yeh sabh kar rahein,1,1
6502,Chla ja bsdk,1,0
2272,Kyu beKab Ram Rahim ya Ram pal jaise kamino ke bare mein dikhaya tab to kisi ko koi objection nahi huaKyuki galat ko galat bolna hi padegaTablighi walo ki wajah se hi aaj Corona bahot jyada faila hai aur yahi sachai hai,1,1
2393,Bhikharimaang uss mullo sejise tum log bacha rahe homaang vo Maulana SAAD se Jise bhagaya maang uss Tablighi Jamaati se jiske saath milke corona failayamaang uss shaheenbag walo se jise tum logo ne badhava diya,1,1
5473,Hindenburg ne hilaya Adani ka hindola Tan dola man dola dhan dola Kya kya se kya ho gya dekhte dekhte,0,0
1831,ZeeNewsSealKaro tablighi jamat pr zee news ka palatwar pure28 log Corona positive hokr desh m Corona failane ka bda plane kr rhe the inhe alag alag jagho pr Corona failane ke liye trend Kiya gya tha,1,1
2756,12April ko hi Delhi me 1 Pizza delivery boy ko corona positive paya gaya report aane se pahle tak usne 72 gharo me Pizza deliver kar chuka thato Babita Phogat aap bataeye ye koun sa Tablighi jamaat ka tha isne kiyo chipaya bimari ko kiyo c,1,1
48,Covid19 aur China border ki news Aana hi band ho gain Iska matlab in dono se Vote Capturing Material list se gayab Corona Virus se Sab kuchh band bachhon ke schools college band lekin Chunaav Sahi Samay se honge,0,0
4202,Ab Aar Ya Paar JusticeForAnkita justiceforAnkitaKumari JusticeForAnkitaSingh HindusUnderAttack Hinduphobic Ab aapko tay karna hai ki dar dar ke jeena hai bhag jaana hai ignore karna hai ya SanatanaDharma ke liye apne haq ke liye ladna hai,0,1
1351,Kon he ye log Konsi jamat ke he ye log Kahi ye tablighi jamat ki Shajish to Nahi he Corona jihaad felane ki,1,1
7446,Jinhone Desh ka samaan parcham videsh me laharaya in kihiladiyo ke saath yesaKoi sabdh nhi hai Beti bachavo Beti padho sab dhkhosle bazi Jo bhi ho sab galat ho rha hai hy sarkar Desh ki Betiyo ke saath yesha vayhar Sharm aani chahiye Aaj Atma dil se ro rhi hai Shame Shame Shame Desh ki Betiyo ko Insaaf milna chahiye,0,0
7799,Bihar vidhansabha ki election aanewali hai to kahi na kahin danga hoga hin Isse government apna vote bank banayega,0,1
447,BABITAJI KUCH SOCH SAMAJ KAR BOLIYE 1CORONA VIRUS KAHA SE NIKLACHINA 2 CORONA INDIA ME KAHA SE AAYA ITALY 3 TABLIGI JAMAT KE LOGO SE PEHLE KAI LOG VIRUS KE SHIKAR HO CHUKE THE UNME HINDU BHI THE 4 TABLIGI JAMAT YAANI MUSALMAN BJP TARGET BANAO JHUTA ILZM HE,0,0
2249,Gujarat me bulaya gya tha Trump koor aaj Gujarat dusre nop h corona k jyada case me to aap btao vha p konsi tabligi jamaat gyi thibhai media kabhi sacchai nhi dikhayegi kyuki vo biki hui h,1,1
1744,Q ki kuch muslims pagalaye hai yaha or thuk thuk k tabligi jamaat ne corona failaya hai is desh mein Sali jahil jamaat,1,1
845,Kashmir me corona nahi he Waha procession nikala hi kyu fir jab tablighi bolte he to jal jati he,1,1
3890,saavdhan saare jaychand lutere ek ho chuke hai apna leader PMModi PMModiji ko hi chune HinduRashtra HindusUnderAttack AAPExposed,0,1
2856,Dhruv Rathi ye bol Raha h Tabligi Jamaat me Corona infection NH huwa Sab jhuth Bola Gaya Tamil Nadu me Jo Tabligi infected paye Gaye wo jhuthi khabar thi Jo Arvind Roj aakar Bolte the Eetne Jamaat ke log infected h Wo Sab jhootha tha Rat,0,0
3945,,0,0
2441,Ye kaam to jamati 100 saal se karrahe hai Corona to aaj faila hai kisi ko keya pata tha ki Corona aajayega ye to china se faila hai to jamaat ko keu target sara thikra jamatyon par fod do jo wohaan se Italy se flights se laye gaye wo,1,1
679,Chalo tablighi jamaat banke thukte hai aur corona failaate hai,1,1
3396,shaheen bagh hoga to nafrat bhi badegi,0,0
4505,lovejihaad Abi akal aari hai tume CAA protest amp Fake Farmers protest me Namaz bhai chara bht chalra tha abi kya hua Saamp sabi b Amrut nhi dek sakta hai vish hi dega lovejihaad SikhGirlLoveZihad jihaad,1,1
1295,Isolated case Danka mat Bajaoye bhi bolo ki Tabligi jamaat ne Bharat me Corona Failaya,1,1
6946,pagla Gaya Tha Sala,1,0
3839,Bhai to karo baat farmers ko support karo lekin in Khalistan or congress ke goons ko nhi Baat honi chahiye agar problem h to sarkar ke samne protest bhi karo lekin iss kisan protest ko kisi or ke dawara badnam na kro,0,0
4535,Haan abhi fake farmer protest meet chal raha hai,1,1
7472,Vote for bjp,0,0
6782,Didi kahi apka pati apka bhai to ni,0,0
6329,Yha aake gyan pel ri h islam me to Namazi ke aage se Aurat donkey black dog ya suwar nikal jaye to uski namaz kharab ho jati h ab btaoo aurato ki ijjat kutte or gadho k barabar h islam me,1,0
1113,Corona Virus to Tablighi faila rahe hai Na Sir UT me kaha Dum hai Jo Tablighiyo se Sawaal kare,1,1
777,Kyu Bhai Tabligi jamaat SE pehle Corona thaa hi nhi ky,1,1
7560,was Karnataka won Congress,0,0
2232,abhi corona ko lekar tablighi jamat ko target kiya aur sir ek hi dharm ko target kiya jiske wajhe se pure hindustan me muslim ko padtarit kiya jane laga aur iske chalte kitne aur yaha bahut zyada tadat me hindu muslim hone laga,1,1
2229,Bas bas bohut hogaya zee news anchors ko corona aya hai pata hai aap ko jab Tablighi jamaat me Corona positive case me press meet rak kar bataya aap ab zeenewsspreadingcorona ke qun nahe press meet ke your double standards,1,1
2154,Tablighi ne corona failaya to galiya pdi,1,1
5445,Bhai adani ne trap khela hai ya hindenburg ne,0,0
6406,Ye sali pagal hai,1,0
4529,Or Jo farmer protest kr rhe hai vo bhi fake hai,1,1
1367,Godi Midya zara bataye to sahi ke ye koi Tablighi jamaat he Or is bhid me corona nahi he kya Ya abhi corona aaram kar raha he,0,0
1470,Bhai Darr toh inko bhi hai Kahin naam leney matrrr sey inko corona ho gaya toh Ab jamat tph jamat hai tablighi ho ya koi aur,1,1
1852,Naam nahi batayega magar dharm batayega Roza ka naam leke Tuchiya samja hai kya humko Jaldi aspathal jao aur Corona virus ka check karlo Der na karo woh dono Tablighi ho sakte hain,1,1
1964,Virodh karna hai yoh tabligi jamaat ka karo jinki wajah se poore desh me corona faila Musalmno ne jaan boojh kar corona failaya Achha hai mar bhi wahi rahr hain jyada,1,1
6661,You mistaken sister its love jihad tumhare jati ke log hi karte hai islam mukt bharat,1,1
6409,Bhagwa love trap lol Juth ka sahara lena sikhata hai Islam lol,1,0
4627,Fake farmer protest khailstan garddar ho,1,1
3880,Jitna ho sakte Holi mai pani use kro Diwali Mai patake fod kr glaciers se pani nikal lenge Librandu HoliFestival Holi2023 HindusUnderAttack HinduRashtra HinduUnited,0,0
486,greenland k sabhi corona virus patients recover hue haichina bahut he jyada interested hai Greenland me pahlese he Greenland me bahot development china kar raha haikyo na china ke paas koi vaccine ya medicine hoo jo usne Gre,0,1
2240,Sahab kyu badnaam kr rhe h aap un becharo ko jo Allah ki ebaadat krtey h lag rha h ki Aap nhi krtey h chilam waley sadu Se aap nhi poochey Aur to Aur Aap 70 present junta ko kya tabligi jamaat walo ne corona diya h kya please give me anwser,1,1
4044,Kis kis ka abdul aisa nhi hai lovejihaad delhi HindusUnderAttack,1,0
3096,Namaste trump se haath chai pakoda ne aisa milaya ki us flight me aane wale tablighi v be,1,0
4464,Sahi hai Aise hi dimaag walo ka to gang hai ye Fake Farmer Protest,1,1
6140,Adam se Q nahi dibet karti tu gand fat tii he kya to ky waise bhi islam me tumlog kheti ho matlab sirf chodne ke liye masta age piche se Adam se baat karke dekh kuch akal aaye tere me,1,0
31,Sath rehne k liye viswas hona jaruri h kyuki kaee logg viswas k bawajudd dhooka de jaate h or phir mante bhi nhi ki unohne viswasghat kiya h Kehne ko to china bhi keh rha h ki corona virus waha se nhi phela lekin duniya maan rhi h ki wahi s,0,1
1880,Bhaiya paisa le Kar Tablighi jammat ke madat karne utar aye e gaddar aur Sonia Gandhi Desh ke janta corona virus ke Samay inlogo ke asli chehera dekh Liya hai Sabak Inko milega jarur milega,1,1
5805,Mrs Sweta Singh the bhaktapna kaam Sahi se Karna sikhaaya h Sri Ram neto tum journalism karo2000 k note me nano GPS chip bataogi to tum Ram se dokha Kar rahi ho,0,1
2946,Corona positive toh nahi hai na k kisi police or doctor pathar nahi mara Tablighi jamaat ne toh Kiya corona bhi phailalya or police doctor ko bhi pathar mara kiya baat hai kal tak patanhi aaj dekho turant hajir ho gai kuch,1,1
3115,Nikal Mai jhahilo ka ans ni deta Lagta hai Teri jal gayi hai sai Jo tumhe oppose Kare vo to galat hoga beakal hoga Abhe kah Tak tablighi jammat ko defend karega ki Kya galti kya unhone fa,0,1
